,PLAYER,6to10FREQ,6to10DFGM,6to10DFGA,6to10DFG%
0,Clint Capela,11.399999999999999,0.9000000000000004,1.9000000000000004,0.4736842105263159
1,DeMarcus Cousins,14.0,0.7000000000000002,2.3999999999999995,0.2916666666666668
2,Myles Turner,12.100000000000001,0.6999999999999993,1.7000000000000002,0.4117647058823525
3,Rudy Gobert,12.600000000000001,0.7000000000000002,1.9999999999999991,0.35000000000000026
4,Nikola Jokic,12.699999999999996,1.0,2.0999999999999996,0.4761904761904763
5,Karl-Anthony Towns,12.299999999999997,0.7999999999999998,1.9000000000000004,0.4210526315789472
6,Nikola Vucevic,14.299999999999997,0.8999999999999995,2.0,0.44999999999999973
7,Jusuf Nurkic,12.799999999999997,0.6999999999999997,1.700000000000001,0.41176470588235253
8,Joel Embiid,11.399999999999999,0.5,1.6999999999999993,0.29411764705882365
9,Marc Gasol,10.299999999999997,0.40000000000000036,1.2999999999999998,0.307692307692308
10,Anthony Davis,9.699999999999996,0.5,1.5999999999999996,0.31250000000000006
11,Andre Drummond,14.0,0.7999999999999998,1.799999999999999,0.4444444444444446
12,John Henson,10.200000000000003,0.5,1.2000000000000002,0.41666666666666663
13,Luol Deng,23.0,0.0,3.0,0.0
14,Marcin Gortat,14.399999999999999,0.7999999999999998,1.8999999999999995,0.4210526315789474
15,Kristaps Porzingis,10.100000000000001,0.7000000000000002,1.5999999999999996,0.4375000000000002
16,Hassan Whiteside,16.10000000000001,0.5,1.6999999999999993,0.29411764705882365
17,Paul Millsap,9.799999999999997,0.6000000000000001,1.4000000000000004,0.42857142857142855
18,Jonas Valanciunas,17.099999999999994,0.5999999999999996,2.0,0.2999999999999998
19,Jakob Poeltl,15.700000000000003,0.7000000000000002,1.7000000000000002,0.411764705882353
20,Kevin Love,13.799999999999997,0.6000000000000001,1.7000000000000002,0.35294117647058826
21,Enes Kanter,15.5,0.6999999999999997,1.9000000000000004,0.36842105263157876
22,Al Horford,13.300000000000004,0.7000000000000002,2.0,0.3500000000000001
23,Domantas Sabonis,12.600000000000001,0.5,1.2999999999999998,0.3846153846153847
24,Alex Len,11.999999999999993,0.5,1.2000000000000002,0.41666666666666663
25,Steven Adams,13.100000000000001,0.7999999999999998,2.0,0.3999999999999999
26,Greg Monroe,11.599999999999994,0.40000000000000036,1.0999999999999996,0.3636363636363641
27,John Collins,13.200000000000003,0.5,1.4000000000000004,0.35714285714285704
28,Derrick Favors,11.099999999999994,0.5999999999999996,1.2999999999999998,0.46153846153846134
29,Draymond Green,9.600000000000001,0.6000000000000001,1.3999999999999995,0.4285714285714288
30,Robin Lopez,14.0,0.8000000000000003,1.7000000000000002,0.47058823529411775
31,Giannis Antetokounmpo,7.700000000000003,0.30000000000000027,1.0,0.30000000000000027
32,Brook Lopez,14.399999999999999,0.5,1.7000000000000002,0.2941176470588235
33,Thon Maker,10.399999999999999,0.5,0.9000000000000004,0.5555555555555554
34,Jarrett Allen,12.299999999999997,0.5999999999999996,1.2999999999999998,0.46153846153846134
35,Tobias Harris,10.200000000000003,0.6999999999999997,1.5,0.4666666666666665
36,Julius Randle,12.600000000000001,0.5,1.4000000000000004,0.35714285714285704
37,Pau Gasol,12.600000000000001,0.5,1.2999999999999998,0.3846153846153847
38,Tyson Chandler,16.1,0.7000000000000002,1.6000000000000005,0.43749999999999994
39,LaMarcus Aldridge,14.299999999999997,0.7000000000000002,1.8999999999999995,0.36842105263157915
