,Unnamed: 0_x,PLAYER,DREB%,%DREB,STL%,%BLK,Unnamed: 0_y,TEAM,AGE,GP,MIN,SCREEN_AST,DEFL,LB_REC,CHARGES_DRAWN,CONT_2PT,CONT_3PT,CONT_ALL,Unnamed: 0,DIST_MI_DEF,AVG_SPEED_DEF
331,331,Devin Booker,11.2,16.4,17.3,7.7,127,PHX,21,54,35.0,0.5,1.4,1.2,0.07,2.9,3.3,6.2,126.0,1.11,3.86
332,332,Rodney McGruder,7.8,11.2,14.8,7.7,438,MIA,26,18,17.0,0.1,1.0,0.6,0.00,1.6,1.9,3.5,437.0,0.6,4.39
333,333,Henry Ellenson,20.8,28.3,8.6,0.0,183,DET,21,38,9.0,0.7,0.2,0.2,0.00,1.8,1.4,3.2,182.0,0.31,4.22
334,334,Kevin Love,27.4,38.7,16.9,20.3,301,CLE,29,59,28.0,1.4,1.3,1.0,0.19,4.9,1.8,6.7,300.0,0.94,4.09
335,335,Bruno Caboclo,14.6,20.8,18.8,30.8,56,SAC,22,12,9.0,0.5,0.4,0.2,0.00,1.8,0.6,2.3,55.0,0.31,4.31
336,336,Montrezl Harrell,14.6,22.5,17.5,38.2,383,LAC,24,76,17.0,1.5,0.9,0.6,0.14,5.2,2.4,7.6,382.0,0.57,3.87
337,337,Damyean Dotson,14.2,21.6,17.4,3.9,90,NYK,24,44,11.0,0.0,0.3,0.3,0.00,0.8,1.1,1.9,89.0,0.38,4.24
338,338,Josh Jackson,12.3,18.3,27.5,19.9,274,PHX,21,77,25.0,0.1,1.6,1.0,0.08,3.0,2.4,5.3,273.0,0.88,4.1
339,339,Derrick Jones Jr.,6.6,8.9,15.4,37.1,122,MIA,21,20,12.0,0.1,0.4,0.4,0.05,2.6,1.1,3.7,121.0,0.43,4.2
340,340,Nik Stauskas,10.7,15.9,12.7,9.1,396,BKN,24,41,13.0,0.0,0.5,0.3,0.00,1.9,1.1,3.0,395.0,0.42,3.95
341,341,Trey Lyles,21.5,30.7,14.4,22.2,498,DEN,22,73,19.0,0.9,0.6,0.5,0.05,4.2,2.2,6.4,497.0,0.59,3.79
342,342,Alex Abrines,7.9,12.2,19.0,6.7,12,OKC,24,75,15.0,0.1,0.9,0.5,0.03,2.0,1.9,4.0,11.0,0.54,4.23
343,343,Dennis Schroder,8.1,12.1,19.6,2.9,118,ATL,24,67,31.0,0.4,1.7,1.3,0.24,2.7,3.4,6.1,117.0,1.04,4.07
344,344,Bobby Portis,20.7,29.5,18.2,21.7,45,CHI,23,73,23.0,1.9,1.3,0.7,0.01,3.4,1.9,5.4,44.0,0.79,4.0
345,345,Lance Stephenson,20.3,29.5,16.0,11.4,319,IND,27,82,23.0,0.0,1.3,0.8,0.00,1.5,1.7,3.2,318.0,0.72,3.89
346,346,Michael Carter-Williams,13.1,18.4,31.7,29.5,371,CHA,26,52,16.0,0.2,1.4,0.9,0.02,2.6,1.5,4.2,370.0,0.55,4.32
347,347,Josh Magette,7.9,10.8,28.6,11.1,275,ATL,28,18,12.0,0.1,0.6,0.5,0.17,1.8,1.2,2.9,274.0,0.39,4.04
348,348,Rodney Purvis,8.5,12.7,6.7,9.4,439,ORL,24,16,18.0,0.1,0.9,0.4,0.00,1.1,1.6,2.7,438.0,0.6,4.11
349,349,Dwayne Bacon,15.8,21.4,16.3,4.0,141,CHA,22,53,13.0,0.1,0.3,0.3,0.00,1.6,1.7,3.3,140.0,0.45,4.06
350,350,Frank Kaminsky,13.9,19.1,14.0,12.7,161,CHA,25,79,23.0,1.6,0.5,0.6,0.04,4.7,2.6,7.3,160.0,0.72,3.8
351,351,Andrew Bogut,22.3,31.3,10.8,54.2,23,LAL,33,24,9.0,1.3,0.3,0.2,0.08,2.5,0.5,3.0,22.0,0.28,3.76
352,352,Tony Allen,9.1,13.5,22.9,13.6,488,NOP,36,22,12.0,0.1,0.9,0.6,0.00,1.3,1.4,2.6,487.0,0.43,4.05
353,353,Mario Hezonja,14.4,21.9,30.7,19.4,354,ORL,23,75,22.0,0.4,1.8,0.7,0.03,4.1,2.4,6.5,353.0,0.72,3.95
354,354,Tyler Ulis,6.1,9.0,28.9,4.7,508,PHX,22,71,23.0,0.2,2.0,0.9,0.04,2.1,1.7,3.7,507.0,0.83,4.21
355,355,Corey Brewer,8.9,13.2,36.2,13.0,78,OKC,32,72,17.0,0.1,1.8,0.9,0.15,2.2,2.3,4.5,77.0,0.62,4.29
356,356,Mirza Teletovic,12.8,18.9,26.7,6.7,381,MIL,32,10,16.0,0.1,0.2,0.3,0.20,2.7,1.6,4.3,380.0,0.52,3.92
357,357,Bogdan Bogdanovic,9.4,13.8,21.0,9.0,46,SAC,25,78,28.0,0.3,2.1,0.8,0.00,3.2,2.7,5.8,45.0,0.92,4.06
358,358,Tyler Dorsey,11.2,15.5,14.7,7.1,504,ATL,22,56,17.0,0.0,0.7,0.6,0.00,1.7,1.7,3.4,503.0,0.61,4.31
359,359,Jonathon Simmons,8.7,13.0,19.3,7.6,265,ORL,28,69,29.0,0.1,1.7,0.9,0.07,2.6,2.4,5.0,264.0,1.01,4.11
360,360,Justin Anderson,12.0,18.0,19.2,14.3,283,PHI,24,38,14.0,0.1,0.7,0.3,0.05,1.6,1.6,3.2,282.0,0.46,3.97
361,361,Tyson Chandler,24.1,34.8,10.7,27.0,512,PHX,35,46,25.0,4.0,0.7,0.5,0.02,6.3,0.9,7.2,511.0,0.77,3.72
362,362,Norman Powell,10.0,15.0,19.5,13.8,401,TOR,25,70,15.0,0.1,1.1,0.4,0.01,1.4,1.2,2.5,400.0,0.54,4.23
363,363,Dragan Bender,14.9,21.7,8.0,29.1,139,PHX,20,82,25.0,1.6,0.5,0.4,0.00,6.8,3.8,10.6,138.0,0.81,3.84
364,364,Joel Bolomboy,12.1,15.4,22.2,0.0,251,MIL,24,6,6.0,0.8,0.3,0.2,0.00,2.0,0.8,2.8,250.0,0.19,4.37
365,365,Julyan Stone,15.3,20.1,16.7,20.0,282,CHA,29,23,8.0,0.1,0.4,0.3,0.00,1.1,0.7,1.7,281.0,0.25,3.91
366,366,Solomon Hill,12.4,17.4,20.0,5.0,462,NOP,27,12,16.0,0.5,0.4,0.9,0.00,2.8,1.5,4.3,461.0,0.52,3.86
367,367,Greg Monroe,24.4,36.5,27.0,32.4,179,BOS,28,51,20.0,1.8,1.5,0.9,0.04,5.8,0.8,6.5,178.0,0.65,3.91
368,368,Dakari Johnson,11.1,15.7,15.4,53.3,85,OKC,22,31,5.0,0.7,0.4,0.1,0.00,1.4,0.6,2.0,84.0,0.16,3.91
369,369,Cameron Payne,8.9,12.2,25.5,27.3,63,CHI,23,25,23.0,0.1,2.1,1.2,0.00,2.0,3.1,5.2,62.0,0.78,3.87
370,370,Jeff Withey,22.0,28.1,0.0,50.0,237,DAL,28,10,4.0,0.4,0.0,0.0,0.00,1.3,0.5,1.8,236.0,0.13,3.75
371,371,TJ Warren,9.3,13.9,22.8,17.9,470,PHX,24,65,33.0,0.1,1.9,1.3,0.00,3.3,3.1,6.4,469.0,1.16,4.21
372,372,Treveon Graham,7.9,10.7,20.8,2.6,494,CHA,24,63,17.0,0.2,0.8,0.8,0.10,1.8,1.6,3.5,493.0,0.59,4.38
373,373,Jared Dudley,12.6,19.4,22.4,21.2,224,PHX,32,48,14.0,0.8,0.8,0.4,0.06,1.9,1.2,3.1,223.0,0.46,3.66
374,374,De'Aaron Fox,8.7,12.9,21.1,12.3,108,SAC,20,73,28.0,0.1,1.5,1.1,0.04,2.7,3.6,6.3,107.0,0.94,4.1
375,375,Jose Calderon,7.9,11.2,18.6,3.0,270,CLE,36,57,16.0,0.4,1.0,0.7,0.11,1.7,1.7,3.4,269.0,0.55,4.21
376,376,Enes Kanter,27.9,40.3,14.4,23.0,153,NYK,26,71,26.0,2.9,1.0,0.7,0.00,7.1,1.6,8.7,152.0,0.87,4.15
377,377,Alex Len,22.8,33.8,13.8,41.8,14,PHX,25,69,20.0,3.8,0.8,0.5,0.00,8.1,1.1,9.3,13.0,0.65,3.88
378,378,Kyle Collinsworth,16.2,23.2,21.5,21.4,311,DAL,26,32,15.0,0.2,1.3,0.8,0.00,2.5,1.3,3.8,310.0,0.55,4.47
379,379,Willy Hernangomez,24.8,34.4,23.7,39.0,529,CHA,24,48,10.0,1.6,0.8,0.4,0.00,3.2,0.9,4.0,528.0,0.35,4.05
380,380,Michael Beasley,19.1,28.4,14.9,24.7,370,NYK,29,74,22.0,1.1,1.3,0.7,0.00,3.3,2.2,5.5,369.0,0.72,3.99
381,381,D'Angelo Russell,12.2,18.6,20.3,11.8,82,BKN,22,48,26.0,0.2,1.7,1.0,0.00,2.4,1.9,4.3,81.0,0.82,3.95
382,382,Zaza Pachulia,22.3,32.4,24.4,15.0,538,GSW,34,69,14.0,2.7,1.4,0.5,0.00,4.2,1.4,5.6,537.0,0.49,3.97
383,383,Davon Reed,14.9,22.2,22.7,9.1,107,PHX,23,21,12.0,0.0,0.8,0.5,0.05,1.3,0.6,1.9,106.0,0.4,4.04
384,384,Luke Babbitt,12.3,18.5,6.5,11.5,333,MIA,29,50,14.0,0.9,0.3,0.2,0.00,3.8,2.1,6.0,332.0,0.48,4.18
385,385,George Hill,8.1,11.6,21.7,17.9,169,CLE,32,67,27.0,0.6,1.8,1.0,0.03,2.8,3.0,5.8,168.0,0.88,4.02
386,386,Tarik Black,18.1,26.3,23.1,57.7,472,HOU,26,51,11.0,1.6,0.7,0.5,0.02,3.3,1.2,4.5,471.0,0.35,4.09
387,387,Myke Henry,8.1,12.3,41.3,19.4,384,MEM,25,20,19.0,0.0,2.1,0.9,0.00,2.1,2.9,5.0,383.0,0.65,4.26
388,388,Johnny O'Bryant III,17.3,24.2,12.7,19.4,259,CHA,25,36,11.0,1.1,0.4,0.4,0.14,2.4,0.5,2.9,258.0,0.35,4.15
389,389,Willie Reed,20.5,31.4,12.0,50.0,528,DET,28,42,10.0,0.9,0.4,0.3,0.29,3.4,0.5,3.9,527.0,0.36,4.1
390,390,Al Jefferson,22.7,34.2,21.3,52.3,7,IND,33,36,13.0,1.4,0.9,0.3,0.06,4.2,0.6,4.8,6.0,0.41,3.89
391,391,Matthew Dellavedova,7.5,11.3,13.5,0.0,366,MIL,27,38,19.0,0.6,0.6,0.6,0.11,2.0,1.9,4.0,365.0,0.62,3.9
392,392,Jabari Bird,10.5,14.0,18.8,12.5,202,BOS,23,13,9.0,0.0,0.5,0.3,0.00,0.6,1.0,1.6,201.0,0.3,4.26
393,393,Tyler Cavanaugh,17.1,25.0,9.9,12.9,503,ATL,24,39,13.0,1.7,0.5,0.4,0.10,2.8,1.2,4.0,502.0,0.44,4.13
394,394,Caleb Swanigan,20.7,28.5,15.6,25.0,62,POR,21,27,7.0,0.6,0.1,0.3,0.00,1.3,0.8,2.1,61.0,0.23,4.16
395,395,Jacob Pullen,0.0,0.0,0.0,0.0,205,PHI,28,3,2.0,0.0,0.0,0.0,0.00,0.0,0.7,0.7,204.0,0.07,3.67
396,396,Timofey Mozgov,17.8,24.3,8.8,35.1,484,BKN,31,31,12.0,1.4,0.2,0.3,0.03,4.7,1.0,5.7,483.0,0.4,4.13
397,397,Matt Costello,27.6,40.0,50.0,66.7,364,SAS,24,4,8.0,1.0,0.5,0.0,0.00,1.8,0.5,2.3,363.0,0.29,4.25
398,398,Tim Frazier,12.1,17.6,32.9,11.3,481,WAS,27,59,14.0,0.1,1.1,0.6,0.14,1.2,1.6,2.9,480.0,0.49,4.17
399,399,Boban Marjanovic,27.4,37.8,19.2,44.0,43,LAC,29,39,9.0,1.4,0.4,0.1,0.00,3.7,0.4,4.1,42.0,0.29,3.92
400,400,Deyonta Davis,18.2,28.8,9.7,36.8,131,MEM,21,62,15.0,2.1,0.7,0.3,0.00,4.6,1.0,5.6,130.0,0.51,4.05
401,401,Anthony Brown,0.0,0.0,0.0,0.0,28,MIN,25,1,4.0,0.0,0.0,0.0,0.00,1.0,0.0,1.0,27.0,0.14,2.47
402,402,Justin Patton,0.0,0.0,50.0,0.0,286,MIN,21,1,4.0,0.0,1.0,0.0,0.00,0.0,0.0,0.0,285.0,0.13,2.47
403,403,Arron Afflalo,8.2,13.1,5.2,12.2,34,ORL,32,53,13.0,0.1,0.1,0.2,0.00,1.5,1.3,2.9,33.0,0.42,4.03
404,404,Antonio Blakeney,8.9,12.8,16.3,6.3,31,CHI,21,19,17.0,0.1,0.6,0.3,0.00,1.8,2.2,4.0,30.0,0.6,4.09
405,405,Kenneth Faried,19.3,25.8,20.7,35.1,297,DEN,28,32,14.0,1.1,0.7,0.3,0.16,3.2,1.4,4.7,296.0,0.47,4.01
406,406,Tim Quarterman,18.8,21.4,0.0,0.0,483,HOU,23,3,4.0,0.0,0.0,0.0,0.00,0.3,0.7,1.0,482.0,0.13,4.7
407,407,Malcolm Miller,9.0,11.8,4.8,14.3,340,TOR,25,15,8.0,0.1,0.2,0.4,0.00,1.1,1.1,2.2,339.0,0.3,4.53
408,408,Udonis Haslem,9.2,13.2,0.0,40.0,514,MIA,38,14,5.0,0.4,0.0,0.3,0.14,1.2,0.4,1.6,513.0,0.14,3.58
409,409,Chandler Parsons,11.7,17.2,19.4,17.7,67,MEM,29,36,19.0,0.3,0.9,0.4,0.08,1.7,1.6,3.3,66.0,0.6,3.83
410,410,Jodie Meeks,10.2,15.2,17.2,5.1,246,WAS,30,77,15.0,0.1,0.6,0.4,0.01,1.3,1.4,2.6,245.0,0.49,4.12
411,411,Patrick McCaw,6.5,10.1,25.4,5.9,413,GSW,22,57,17.0,0.2,1.3,0.6,0.05,1.9,1.2,3.2,412.0,0.59,4.15
412,412,Kay Felder,10.8,14.9,14.3,14.3,292,DET,23,16,9.0,0.0,0.5,0.1,0.13,0.5,0.9,1.4,291.0,0.31,4.18
413,413,Jordan Mickey,22.6,33.7,14.3,32.3,269,MIA,23,23,12.0,1.3,0.7,0.5,0.00,3.4,0.9,4.2,268.0,0.41,4.15
414,414,Malik Beasley,9.5,13.9,17.2,12.5,341,DEN,21,62,9.0,0.0,0.4,0.4,0.05,1.1,0.7,1.8,340.0,0.33,4.18
415,415,Kyle Singler,14.3,21.4,12.5,0.0,316,OKC,30,12,5.0,0.0,0.3,0.1,0.00,0.7,0.7,1.3,315.0,0.11,3.89
416,416,Gorgui Dieng,20.1,30.4,19.8,40.2,178,MIN,28,79,17.0,1.7,1.3,0.8,0.18,4.9,1.8,6.7,177.0,0.55,4.08
417,417,Aaron Harrison,9.1,13.2,29.0,9.1,2,DAL,23,9,26.0,0.1,2.0,0.9,0.00,3.3,3.2,6.6,2.0,0.84,4.04
418,418,Joe Young,9.1,13.2,17.5,2.7,250,IND,26,53,11.0,0.0,0.6,0.5,0.04,0.8,1.0,1.8,249.0,0.41,4.77
419,419,Malachi Richardson,9.7,14.9,17.2,4.0,337,TOR,22,26,12.0,0.1,0.7,0.2,0.04,0.7,1.5,2.2,336.0,0.39,3.84
420,420,Antonius Cleveland,8.5,12.1,35.0,33.3,32,ATL,24,17,7.0,0.0,0.9,0.2,0.06,0.7,0.5,1.2,31.0,0.25,4.22
421,421,Damian Jones,9.3,15.5,6.3,42.9,86,GSW,23,15,6.0,0.4,0.2,0.1,0.00,2.1,0.5,2.7,85.0,0.2,4.15
422,422,Guerschon Yabusele,15.2,20.5,10.0,26.3,180,BOS,22,33,7.0,0.5,0.3,0.4,0.00,1.4,0.7,2.0,179.0,0.24,4.13
423,423,Torrey Craig,13.4,19.1,13.5,23.1,492,DEN,27,39,16.0,0.1,0.4,0.4,0.00,2.8,1.9,4.7,491.0,0.6,4.48
424,424,Naz Mitrou-Long,0.0,0.0,0.0,0.0,387,UTA,24,1,1.0,-,-,-,-,-,-,-,386.0,0.02,0.0
425,425,Brandon Jennings,13.1,19.3,15.8,20.0,51,MIL,28,14,15.0,0.0,0.9,0.3,0.00,0.9,0.9,1.7,50.0,0.51,4.18
426,426,Abdel Nader,11.1,14.9,20.0,23.3,4,BOS,24,48,11.0,0.1,0.7,0.4,0.00,1.5,1.3,2.8,3.0,0.38,4.41
427,427,Emmanuel Mudiay,9.9,14.7,23.8,8.3,152,NYK,22,64,19.0,0.2,1.1,0.7,0.02,1.5,1.9,3.4,151.0,0.63,4.0
428,428,Ben McLemore,10.1,15.0,21.7,13.5,38,MEM,25,56,19.0,0.1,1.3,0.8,0.04,1.6,1.8,3.4,37.0,0.69,4.32
429,429,Joffrey Lauvergne,20.7,31.8,9.5,7.0,253,SAS,26,55,10.0,1.4,0.2,0.3,0.00,2.3,0.4,2.7,252.0,0.32,3.94
430,430,Gary Payton II,14.4,22.1,18.9,10.3,168,LAL,25,23,10.0,0.2,0.9,0.3,0.00,1.3,0.9,2.2,167.0,0.39,4.52
431,431,Vincent Hunter,16.7,25.0,0.0,100.0,518,MEM,23,4,2.0,0.0,0.0,0.0,0.00,0.5,0.5,1.0,517.0,0.05,3.17
432,432,Kadeem Allen,6.7,8.6,17.6,28.6,289,BOS,25,18,6.0,0.3,0.4,0.1,0.00,0.3,0.5,0.8,288.0,0.19,3.9
433,433,Paul Zipser,14.7,21.5,17.4,25.9,419,CHI,24,54,15.0,0.2,0.7,0.4,0.00,3.1,1.9,5.1,418.0,0.53,4.04
434,434,JR Smith,9.2,13.5,20.9,6.6,198,CLE,32,80,28.0,0.5,1.5,0.8,0.04,2.2,2.8,5.0,197.0,0.92,3.98
435,435,Thon Maker,13.0,21.1,16.7,41.7,480,MIL,21,74,17.0,1.6,0.9,0.6,0.00,6.2,1.5,7.7,479.0,0.65,4.49
436,436,Mangok Mathiang,33.3,38.9,50.0,0.0,343,CHA,25,4,5.0,0.5,0.3,0.8,0.00,1.5,0.0,1.5,342.0,0.15,4.01
437,437,Bismack Biyombo,20.9,33.3,10.1,52.5,41,ORL,25,82,18.0,2.7,0.5,0.6,0.01,6.0,1.1,7.1,40.0,0.6,3.99
438,438,Derrick Walton Jr.,9.5,13.5,38.9,30.0,124,MIA,23,16,9.0,0.0,0.5,0.5,0.00,1.0,0.6,1.6,123.0,0.3,4.05
439,439,Cedi Osman,14.9,21.0,21.8,6.1,66,CLE,23,61,11.0,0.1,0.8,0.4,0.02,1.6,1.1,2.7,65.0,0.4,4.33
440,440,Cristiano Felicio,15.8,22.0,10.5,18.3,81,CHI,25,55,18.0,2.5,0.6,0.5,0.00,4.1,1.5,5.6,80.0,0.64,4.24
441,441,Ivan Rabb,21.6,32.7,14.1,28.3,194,MEM,21,36,14.0,1.5,0.6,0.6,0.00,3.3,1.8,5.1,193.0,0.48,4.14
442,442,Andrew White III,13.3,18.8,12.0,10.0,25,ATL,25,15,14.0,0.0,0.3,0.7,0.00,0.9,1.6,2.5,24.0,0.47,4.25
443,443,Damien Wilkins,7.2,10.8,9.5,10.0,88,IND,38,19,8.0,0.1,0.2,0.1,0.00,0.7,0.7,1.4,87.0,0.26,4.01
444,444,James Michael McAdoo,12.5,16.7,0.0,100.0,220,PHI,25,3,6.0,0.3,0.0,0.0,0.00,2.3,0.0,2.3,219.0,0.22,4.02
445,445,Brice Johnson,22.7,32.8,33.3,60.0,54,MEM,24,18,5.0,0.2,0.6,0.2,0.00,1.3,0.8,2.2,53.0,0.17,3.75
446,446,Terrance Ferguson,3.8,5.7,18.9,12.0,474,OKC,20,61,13.0,0.1,0.7,0.4,0.00,1.9,1.2,3.1,473.0,0.47,4.35
447,447,James Webb III,13.8,18.8,6.7,0.0,221,BKN,24,10,12.0,0.6,0.6,0.2,0.00,1.4,0.7,2.1,220.0,0.41,4.02
448,448,Ramon Sessions,8.6,12.7,21.5,8.7,425,WAS,32,28,14.0,0.1,0.8,0.5,0.00,0.5,1.1,1.7,424.0,0.42,3.77
449,449,Luke Kornet,15.8,24.0,13.3,50.0,335,NYK,22,20,16.0,1.4,0.8,0.3,0.00,6.2,1.1,7.3,334.0,0.54,3.99
450,450,Isaiah Hicks,11.8,18.5,9.1,16.7,189,NYK,23,18,13.0,1.2,0.4,0.2,0.00,3.2,1.6,4.7,188.0,0.47,4.17
451,451,Luis Montero,22.2,22.2,0.0,0.0,332,DET,25,2,4.0,0.5,0.0,0.0,0.00,0.0,1.0,1.0,331.0,0.15,4.61
452,452,JaVale McGee,16.6,24.6,21.0,49.6,201,GSW,30,65,9.0,1.1,0.7,0.2,0.00,4.0,1.1,5.0,200.0,0.33,4.05
453,453,Sean Kilpatrick,13.1,18.5,11.9,10.6,451,CHI,28,52,12.0,0.1,0.5,0.5,0.00,0.8,0.8,1.6,450.0,0.41,3.97
454,454,Juancho Hernangomez,13.9,20.5,13.6,12.5,280,DEN,22,25,11.0,0.2,0.5,0.3,0.04,2.3,1.5,3.8,279.0,0.36,4.17
455,455,Troy Daniels,6.9,10.5,11.9,3.8,501,PHX,26,79,21.0,0.2,0.9,0.5,0.03,2.2,1.9,4.1,500.0,0.7,4.1
456,456,Luol Deng,0.0,0.0,50.0,0.0,336,LAL,33,1,13.0,0.0,1.0,0.0,0.00,1.0,4.0,5.0,335.0,0.51,4.35
457,457,Xavier Rathan-Mayes,5.3,8.5,27.3,27.3,532,MEM,24,5,24.0,0.2,2.0,0.8,0.00,3.2,3.4,6.6,531.0,0.72,4.16
458,458,Rashad Vaughn,8.5,13.4,16.1,13.0,426,ORL,21,28,8.0,0.0,0.3,0.3,0.00,0.9,0.5,1.4,425.0,0.27,4.18
459,459,Nick Collison,17.6,25.0,0.0,0.0,391,OKC,37,15,5.0,0.9,0.2,0.1,0.07,1.5,0.1,1.7,390.0,0.15,3.94
460,460,Jamal Crawford,5.0,7.6,15.9,6.6,212,MIN,38,80,21.0,0.0,0.9,0.6,0.01,0.6,0.9,1.6,211.0,0.63,3.83
461,461,Cheick Diallo,26.2,39.0,14.3,36.8,70,NOP,21,52,11.0,1.3,0.4,0.3,0.00,3.3,0.9,4.3,69.0,0.38,4.08
462,462,Darrun Hilliard,8.0,11.1,20.0,0.0,102,SAS,25,14,7.0,0.0,0.3,0.1,0.00,1.0,0.9,1.9,101.0,0.22,3.92
463,463,Troy Williams,13.7,20.3,40.0,13.8,502,NYK,23,21,15.0,0.1,1.7,0.5,0.00,0.9,1.3,2.2,501.0,0.51,4.38
464,464,Tristan Thompson,21.0,28.7,11.6,24.6,500,CLE,27,53,20.0,3.4,0.5,0.9,0.00,6.1,2.4,8.5,499.0,0.71,4.21
465,465,Quincy Pondexter,10.3,14.4,24.2,18.2,421,CHI,30,23,9.0,0.1,0.5,0.3,0.04,0.9,0.7,1.6,420.0,0.3,4.07
466,466,Tony Bradley,25.0,33.3,0.0,0.0,489,UTA,20,9,3.0,0.1,0.0,0.0,0.00,0.6,1.2,1.8,488.0,0.11,4.35
467,467,Georges Niang,18.2,23.1,28.6,0.0,170,UTA,25,9,4.0,0.0,0.2,0.2,0.00,0.6,0.2,0.8,169.0,0.12,4.37
468,468,DeAndre Liggins,10.0,15.6,28.9,17.1,110,NOP,30,58,12.0,0.0,1.1,0.6,0.14,1.3,1.0,2.3,109.0,0.46,4.51
469,469,Malik Monk,6.9,9.7,16.5,14.1,342,CHA,20,63,14.0,0.1,0.7,0.3,0.02,1.1,0.9,2.0,341.0,0.46,4.18
470,470,Isaiah Thomas,5.6,8.1,12.2,4.5,191,LAL,29,32,27.0,0.4,0.7,1.0,0.09,2.9,2.9,5.8,190.0,0.84,3.84
471,471,Zach LaVine,13.8,18.4,23.3,8.9,536,CHI,23,24,27.0,0.1,1.6,0.7,0.00,1.4,2.0,3.4,535.0,0.96,4.17
472,472,Xavier Silas,12.5,20.0,100.0,0.0,533,BOS,30,2,4.0,0.0,0.5,0.0,0.00,0.5,0.5,1.0,532.0,0.14,4.26
473,473,Zhou Qi,11.6,16.8,11.8,77.8,539,HOU,22,18,7.0,0.3,0.4,0.1,0.00,2.5,0.8,3.3,538.0,0.22,4.09
474,474,Zach Randolph,21.5,30.4,18.1,9.5,537,SAC,36,59,26.0,1.5,1.2,0.7,0.00,3.8,2.4,6.2,536.0,0.78,3.84
475,475,Daniel Hamilton,16.7,27.8,20.0,0.0,91,OKC,22,6,5.0,0.0,0.2,0.2,0.00,0.3,0.5,0.8,90.0,0.15,4.08
476,476,Omer Asik,20.8,29.5,8.0,28.6,405,CHI,31,18,10.0,2.4,0.2,0.1,0.00,3.0,0.7,3.7,404.0,0.33,3.76
477,477,Darrell Arthur,8.7,13.3,29.6,21.4,100,DEN,30,19,7.0,0.4,0.8,0.2,0.00,1.7,0.5,2.2,99.0,0.23,3.96
478,478,Marcus Paige,16.7,19.0,0.0,0.0,351,CHA,24,5,6.0,0.0,0.0,0.2,0.00,0.8,0.2,1.0,350.0,0.17,4.12
479,479,Thomas Bryant,19.7,28.6,9.1,25.0,479,LAL,20,15,5.0,0.5,0.2,0.3,0.00,1.5,0.3,1.9,478.0,0.16,3.86
480,480,Jason Smith,12.2,17.5,8.3,44.8,229,WAS,32,33,9.0,0.9,0.2,0.1,0.09,1.7,1.3,3.0,228.0,0.3,4.18
481,481,Richard Jefferson,9.9,13.6,8.7,5.6,432,DEN,38,20,8.0,0.1,0.3,0.3,0.00,1.0,1.2,2.2,431.0,0.26,4.06
482,482,Derrick Rose,5.3,8.2,10.8,11.4,123,MIN,29,25,17.0,0.2,0.5,0.7,0.00,2.1,1.3,3.4,122.0,0.61,4.18
483,483,James Young,2.9,5.0,0.0,0.0,222,PHI,22,6,10.0,0.0,0.2,0.0,0.00,1.3,0.7,2.0,221.0,0.34,3.94
484,484,Meyers Leonard,25.1,33.7,18.9,0.0,369,POR,26,33,8.0,1.1,0.3,0.2,0.00,1.9,0.8,2.7,368.0,0.24,3.98
485,485,Charles Cooke,4.9,7.7,33.3,0.0,69,NOP,23,13,3.0,0.0,0.1,0.1,0.00,0.4,0.1,0.5,68.0,0.1,4.23
486,486,Larry Drew II,0.0,0.0,0.0,0.0,322,NOP,28,10,7.0,0.0,0.0,0.2,0.00,0.8,0.7,1.5,321.0,0.25,4.3
487,487,Jake Layman,7.8,11.4,23.1,44.4,209,POR,24,35,5.0,0.0,0.2,0.1,0.00,0.6,0.2,0.8,208.0,0.15,4.16
488,488,Josh McRoberts,0.0,0.0,0.0,0.0,276,DAL,31,2,3.0,0.0,0.0,0.0,0.00,0.0,1.5,1.5,275.0,0.09,4.61
489,489,Jarell Eddie,16.7,16.7,33.3,0.0,225,CHI,26,3,3.0,0.0,0.3,0.3,0.00,0.3,0.3,0.7,224.0,0.09,4.32
490,490,TJ Leaf,11.9,18.2,7.7,12.5,469,IND,21,53,9.0,0.3,0.2,0.2,0.00,1.8,1.1,2.8,468.0,0.29,4.19
491,491,Demetrius Jackson,8.6,11.9,45.5,14.3,117,PHI,23,15,5.0,0.0,0.3,0.1,0.00,0.5,0.7,1.2,116.0,0.19,4.25
492,492,Elfrid Payton,11.7,17.3,28.1,11.6,150,PHX,24,63,29.0,0.5,2.3,1.6,0.00,3.3,2.8,6.1,149.0,1.02,4.11
493,493,Josh Smith,10.0,14.3,0.0,0.0,278,NOP,32,3,4.0,0.0,0.0,0.0,0.00,1.0,0.3,1.3,277.0,0.13,3.8
494,494,John Holland,10.4,15.9,28.0,12.5,256,CLE,29,24,7.0,0.1,0.4,0.4,0.08,1.0,0.7,1.6,255.0,0.23,3.96
495,495,Marcus Georges-Hunt,4.3,7.0,12.5,0.0,349,MIN,24,42,5.0,0.0,0.3,0.2,0.05,0.3,0.6,0.9,348.0,0.18,4.13
496,496,Cole Aldrich,28.6,40.0,14.3,25.0,77,MIN,29,21,2.0,0.3,0.4,0.1,0.00,0.3,0.2,0.6,76.0,0.07,3.72
497,497,Nate Wolters,5.6,9.1,0.0,0.0,386,UTA,27,5,4.0,0.0,0.4,0.0,0.00,0.2,0.0,0.2,385.0,0.11,3.43
