,PLAYER,10FREQ,10DFGM,10DFGA,10DFG%
92,Robert Covington,38.3%,2.7,4.5,60.6
93,Miles Plumlee,59.2%,2.3,4.5,50.6
94,Dion Waiters,42.2%,2.8,4.5,62.3
95,Trey Lyles,52.4%,2.4,4.5,53.7
96,Zaza Pachulia,57.7%,2.6,4.5,57.8
97,Jordan Bell,55.8%,2.3,4.5,52.0
98,Ivan Rabb,55.4%,2.6,4.4,58.6
99,Gorgui Dieng,54.5%,2.7,4.4,60.6
100,Ryan Anderson,48.0%,2.3,4.4,53.7
101,Tyler Johnson,42.9%,2.5,4.3,57.6
102,Klay Thompson,41.5%,2.3,4.3,52.4
103,Nerlens Noel,54.7%,2.3,4.3,53.4
104,John Wall,39.1%,2.3,4.3,53.7
105,Jarell Martin,47.6%,2.2,4.3,51.0
106,PJ Tucker,43.4%,2.7,4.2,64.1
107,Josh Richardson,37.4%,2.1,4.2,48.5
108,Nemanja Bjelica,49.6%,2.4,4.2,56.5
109,Michael Kidd-Gilchrist,38.8%,2.3,4.2,53.8
110,James Johnson,43.2%,2.2,4.2,52.8
111,Harrison Barnes,39.4%,2.4,4.2,56.5
112,Josh Hart,42.0%,2.5,4.2,60.0
113,Montrezl Harrell,48.9%,2.2,4.2,52.5
114,Otto Porter Jr.,44.2%,2.6,4.2,61.0
115,Andre Roberson,39.4%,2.6,4.2,63.3
116,Deyonta Davis,67.2%,2.3,4.2,54.7
117,Jimmy Butler,38.8%,2.4,4.2,57.6
118,Jeff Green,43.1%,2.4,4.1,57.3
119,Al Jefferson,64.6%,2.4,4.1,58.8
120,Ekpe Udoh,62.3%,2.0,4.1,48.8
121,Maxi Kleber,49.1%,2.4,4.1,57.6
122,Jahlil Okafor,56.4%,2.2,4.1,52.7
123,Ian Mahinmi,58.4%,2.0,4.1,50.2
124,Dante Cunningham,49.6%,2.4,4.1,58.0
125,Jrue Holiday,28.3%,2.4,4.0,58.1
126,Victor Oladipo,35.9%,2.4,4.0,58.4
127,Frank Kaminsky,42.1%,2.4,4.0,58.4
128,Luc Mbah a Moute,44.2%,2.3,4.0,58.6
129,Cristiano Felicio,53.8%,2.5,4.0,63.0
130,Jabari Parker,47.1%,2.3,4.0,58.5
131,Malcolm Brogdon,41.5%,2.2,4.0,55.4
132,Justise Winslow,41.4%,2.2,3.9,55.7
133,Dennis Smith Jr.,37.5%,2.5,3.9,62.9
134,Goran Dragic,46.5%,1.9,3.9,49.6
135,Marcus Morris,43.4%,2.5,3.9,64.5
136,Bradley Beal,33.6%,2.4,3.9,62.7
137,Cody Zeller,58.2%,2.1,3.9,53.9
138,Eric Moreland,64.8%,2.1,3.9,54.0
139,Kris Dunn,35.4%,2.4,3.9,60.6
140,Marvin Williams,42.4%,2.4,3.9,62.4
141,Richaun Holmes,53.9%,2.0,3.9,52.8
142,Evan Fournier,40.7%,2.4,3.9,62.3
143,Brandon Ingram,35.2%,2.3,3.8,60.7
144,Kemba Walker,28.2%,2.1,3.8,55.4
145,Ben Simmons,33.1%,2.0,3.8,51.0
146,Dwight Powell,41.2%,2.1,3.8,55.2
147,Jamal Murray,36.3%,2.5,3.8,65.4
148,Bobby Portis,49.6%,2.4,3.8,61.6
149,Jerami Grant,50.8%,1.9,3.8,48.3
150,Khris Middleton,35.7%,2.3,3.8,60.1
151,Jae Crowder,40.9%,2.1,3.8,55.6
152,Anthony Tolliver,43.8%,1.9,3.8,49.8
153,Kyle Lowry,34.5%,2.1,3.8,55.2
154,Michael Beasley,45.1%,2.1,3.8,55.8
155,Will Barton,40.3%,2.2,3.7,58.9
156,Taurean Prince,37.5%,2.2,3.7,59.7
157,Jordan Mickey,68.4%,1.9,3.7,51.3
158,Cheick Diallo,63.0%,2.2,3.7,59.8
159,Marreese Speights,52.7%,2.0,3.7,55.4
160,David West,52.2%,1.8,3.7,48.9
161,Elfrid Payton,34.9%,2.3,3.7,63.4
162,E'Twaun Moore,37.2%,2.3,3.7,62.6
163,Eric Bledsoe,36.1%,2.1,3.7,56.9
164,Wesley Johnson,44.0%,2.1,3.7,58.7
165,Buddy Hield,39.8%,2.3,3.7,61.8
166,Quincy Acy,48.2%,2.0,3.6,53.9
167,Kevon Looney,47.2%,1.7,3.6,48.0
168,Dejounte Murray,41.7%,2.1,3.6,57.8
169,Salah Mejri,59.6%,1.7,3.6,48.0
170,Devin Booker,33.6%,2.2,3.6,62.1
171,Tyrone Wallace,33.8%,2.3,3.6,64.4
172,Ivica Zubac,58.9%,1.9,3.6,51.9
173,Rudy Gay,43.8%,1.8,3.6,50.2
174,Mario Hezonja,40.5%,2.1,3.6,60.2
175,Justin Holiday,32.5%,2.1,3.5,59.2
176,Tim Hardaway Jr.,33.2%,2.2,3.5,61.4
177,Kyle Anderson,43.8%,2.1,3.5,60.3
178,Pascal Siakam,47.0%,1.8,3.5,50.0
179,Gerald Green,46.7%,2.3,3.5,65.2
180,Noah Vonleh,51.3%,2.1,3.5,58.9
181,Terrence Ross,41.2%,2.0,3.5,56.0
182,Jonathon Simmons,38.9%,2.1,3.5,60.0
183,Austin Rivers,35.5%,2.1,3.5,59.3
184,Bam Adebayo,49.8%,1.6,3.5,46.6
185,Kyrie Irving,36.8%,2.2,3.4,64.0
186,Trevor Ariza,42.1%,2.2,3.4,65.6
187,Dillon Brooks,32.0%,2.3,3.4,67.6
188,Johnathan Motley,58.6%,1.9,3.4,55.9
189,Wilson Chandler,36.1%,1.7,3.4,49.4
190,Milos Teodosic,38.8%,2.1,3.4,61.1
191,JaMychal Green,39.3%,1.8,3.4,54.3
192,Kentavious Caldwell-Pope,36.4%,2.1,3.4,62.4
193,Channing Frye,51.4%,2.1,3.4,63.7
194,Omer Asik,57.0%,2.1,3.4,63.2
195,Nene,47.5%,1.8,3.4,53.8
196,Jack Cooley,55.6%,1.8,3.3,55.0
197,Kawhi Leonard,44.8%,1.9,3.3,56.7
198,JaVale McGee,56.9%,1.7,3.3,52.6
199,Isaiah Hicks,56.6%,2.1,3.3,62.5
200,Lucas Nogueira,61.9%,1.6,3.3,49.0
201,Davis Bertans,49.3%,1.7,3.3,52.3
202,Ante Zizic,66.7%,1.7,3.3,51.4
203,Kenneth Faried,48.8%,2.1,3.3,64.4
204,Zach Collins,48.0%,1.5,3.3,44.6
205,Ricky Rubio,34.5%,2.1,3.2,65.9
206,Jayson Tatum,39.6%,1.7,3.2,53.4
207,CJ McCollum,29.0%,1.8,3.2,55.3
208,Denzel Valentine,34.7%,2.1,3.2,65.0
209,Joe Harris,38.7%,1.8,3.2,56.9
210,Caris LeVert,32.7%,1.9,3.2,60.2
211,David Nwaba,34.8%,2.0,3.2,63.5
212,Tony Snell,38.4%,2.0,3.2,61.5
213,Josh Jackson,38.8%,1.8,3.2,58.0
214,Bojan Bogdanovic,34.2%,2.1,3.2,65.5
215,Darius Miller,39.3%,1.8,3.2,57.7
216,Tarik Black,57.7%,1.5,3.1,49.0
217,Willie Reed,61.6%,1.5,3.1,47.5
218,George Hill,36.4%,1.9,3.1,62.2
219,Corey Brewer,29.8%,1.7,3.1,53.6
220,Donovan Mitchell,32.2%,1.8,3.1,56.9
221,Kelly Oubre Jr.,37.5%,2.1,3.1,66.1
222,Kyle Korver,39.5%,1.9,3.1,61.1
223,Jaylen Brown,32.9%,1.7,3.1,54.1
224,Jamel Artis,46.3%,2.0,3.1,64.9
225,Russell Westbrook,37.7%,1.8,3.1,57.4
226,Timofey Mozgov,54.9%,1.3,3.1,42.7
227,Jamil Wilson,38.4%,1.8,3.1,58.1
228,Luke Babbitt,44.7%,1.9,3.1,60.4
229,Willy Hernangomez,59.6%,1.8,3.1,57.5
230,Thabo Sefolosha,39.5%,1.9,3.0,62.6
231,Frank Ntilikina,41.1%,1.7,3.0,54.9
232,Isaiah Thomas,33.3%,2.0,3.0,66.0
233,Dennis Schroder,29.5%,2.0,3.0,66.0
234,Bogdan Bogdanovic,35.9%,1.8,3.0,59.3
235,Kent Bazemore,34.3%,1.8,3.0,59.1
236,Stephen Curry,35.4%,2.0,3.0,66.2
237,JaKarr Sampson,48.5%,1.3,3.0,42.4
238,De'Aaron Fox,31.3%,1.8,3.0,58.9
239,Brandan Wright,61.9%,1.5,3.0,50.0
240,Marquis Teague,33.3%,2.0,3.0,66.7
241,Cory Joseph,31.1%,1.8,3.0,58.8
242,Jeff Teague,31.3%,1.8,3.0,62.0
243,TJ Warren,32.9%,1.8,3.0,62.1
244,Ish Smith,32.6%,1.8,3.0,59.2
245,Johnny O'Bryant III,62.4%,1.9,2.9,63.1
246,Briante Weber,47.7%,2.3,2.9,78.0
247,Dwyane Wade,38.0%,1.6,2.9,56.7
248,Allen Crabbe,34.1%,1.5,2.9,51.9
249,D'Angelo Russell,38.0%,1.8,2.9,61.6
250,Tyler Cavanaugh,53.0%,1.9,2.9,64.3
251,Stanley Johnson,35.7%,1.7,2.9,58.1
252,Georgios Papagiannis,62.3%,2.1,2.9,74.4
253,Reggie Bullock,32.8%,1.9,2.9,66.1
254,Paul Zipser,44.8%,1.8,2.8,62.7
255,Patrick Patterson,48.9%,1.6,2.8,55.3
256,Nigel Hayes,47.2%,1.3,2.8,47.1
257,Rodney Hood,39.0%,1.9,2.8,66.3
258,Xavier Rathan-Mayes,31.1%,2.0,2.8,71.4
259,Alan Williams,60.9%,1.8,2.8,64.3
260,Okaro White,50.0%,1.6,2.8,57.1
261,Damian Lillard,27.0%,1.5,2.8,53.4
262,Evan Turner,32.7%,1.5,2.8,53.7
263,Nicolas Batum,33.9%,1.7,2.8,59.6
264,Jordan Clarkson,37.2%,1.8,2.8,65.8
265,Joe Johnson,38.2%,1.7,2.8,60.5
266,Joffrey Lauvergne,60.6%,1.8,2.7,65.9
267,Marcus Smart,31.4%,1.5,2.7,56.1
268,Travis Wear,41.8%,1.5,2.7,56.1
269,Tomas Satoransky,36.8%,1.6,2.7,60.2
270,Yogi Ferrell,31.7%,1.8,2.7,66.8
271,Trevor Booker,40.0%,1.5,2.7,56.4
272,Garrett Temple,33.7%,1.5,2.7,54.3
273,Tyreke Evans,31.8%,1.6,2.7,58.8
274,Solomon Hill,43.2%,1.8,2.7,68.8
275,Dorian Finney-Smith,37.1%,1.6,2.7,58.5
276,Jose Calderon,40.1%,1.6,2.7,60.7
277,Mike Conley,26.6%,1.6,2.6,62.1
278,Delon Wright,40.2%,1.5,2.6,57.6
279,Andre Iguodala,36.2%,1.5,2.6,57.2
280,Josh Huestis,43.3%,1.4,2.6,51.6
281,Avery Bradley,29.3%,1.6,2.6,62.5
282,Jerian Grant,34.8%,1.5,2.6,58.5
283,Jeremy Lamb,29.6%,1.7,2.6,64.4
284,Marshall Plumlee,68.4%,1.6,2.6,61.5
285,Damion Lee,31.7%,1.8,2.6,69.2
286,JR Smith,32.1%,1.8,2.6,67.3
287,Maurice Harkless,36.9%,1.1,2.6,44.0
288,Iman Shumpert,39.1%,1.6,2.6,63.9
289,Markelle Fultz,35.6%,1.4,2.6,52.8
290,Torrey Craig,39.4%,1.5,2.6,58.0
291,Derrick Rose,43.2%,1.6,2.6,60.9
292,Omri Casspi,51.6%,1.3,2.6,51.6
293,Joe Ingles,29.4%,1.5,2.6,58.6
294,Myke Henry,38.9%,1.7,2.6,64.7
295,Spencer Dinwiddie,28.6%,1.4,2.5,53.0
296,Kyle Collinsworth,43.5%,1.3,2.5,53.4
297,Doug McDermott,38.9%,1.4,2.5,55.6
298,Andre Ingram,31.3%,1.5,2.5,60.0
299,Omari Johnson,40.0%,1.8,2.5,70.0
300,MarShon Brooks,28.8%,1.7,2.5,66.7
301,Alex Abrines,42.3%,1.3,2.5,54.0
302,DeMar DeRozan,33.8%,1.4,2.5,56.3
303,Luke Kennard,38.1%,1.4,2.5,58.3
304,Andrew Bogut,62.0%,1.1,2.5,42.9
305,Patrick Beverley,23.7%,1.4,2.5,55.6
306,James Webb III,57.9%,1.7,2.4,68.2
307,Semi Ojeleye,40.4%,1.4,2.4,56.5
308,Aaron Harrison,28.2%,1.7,2.4,68.2
309,Courtney Lee,28.9%,1.6,2.4,65.6
310,OG Anunoby,34.0%,1.4,2.4,58.2
311,DeAndre' Bembry,38.2%,1.7,2.4,70.0
312,Mike Scott,42.0%,1.4,2.4,59.9
313,Boban Marjanovic,52.0%,1.2,2.4,50.6
314,C.J. Williams,32.2%,1.5,2.4,62.8
315,Cameron Payne,31.3%,1.5,2.4,61.4
316,Quinn Cook,33.5%,1.6,2.4,65.2
317,Zhou Qi,56.7%,0.9,2.4,39.5
318,Sindarius Thornwell,35.9%,1.4,2.4,60.3
319,James Ennis III,34.2%,1.6,2.4,66.5
320,Eric Gordon,30.7%,1.4,2.3,59.1
321,Alex Caruso,42.9%,1.3,2.3,56.1
322,Jacob Wiley,58.3%,0.7,2.3,28.6
323,Reggie Jackson,26.5%,1.4,2.3,61.9
324,James Michael McAdoo,87.5%,0.7,2.3,28.6
325,Brandon Jennings,51.7%,1.5,2.3,63.3
326,Ben McLemore,36.6%,1.4,2.3,61.4
327,Vince Carter,40.4%,1.2,2.3,52.7
328,Henry Ellenson,46.9%,1.5,2.3,63.8
329,Andrew Harrison,29.4%,1.4,2.3,61.1
330,Rajon Rondo,32.1%,1.5,2.3,66.7
331,Mike James,33.1%,1.2,2.3,52.5
332,Jared Dudley,43.5%,1.6,2.3,72.0
333,Emmanuel Mudiay,36.9%,1.4,2.3,61.2
334,JJ Redick,28.7%,1.4,2.3,61.9
335,Darrell Arthur,65.5%,1.6,2.3,69.4
336,Justin Jackson,36.0%,1.3,2.2,59.9
337,Gary Harris,26.9%,1.4,2.2,63.5
338,Terry Rozier,29.2%,1.4,2.2,60.5
339,Shelvin Mack,32.2%,1.4,2.2,61.2
340,Lou Williams,26.9%,1.5,2.2,67.2
341,Nik Stauskas,40.8%,1.2,2.2,54.9
342,Tyler Ulis,30.8%,1.4,2.2,62.3
343,Jarrett Jack,26.7%,1.4,2.2,62.7
344,Wayne Ellington,31.5%,1.2,2.2,56.1
345,Troy Daniels,32.6%,1.4,2.2,62.4
346,Jerryd Bayless,27.8%,1.2,2.2,53.0
347,Sterling Brown,40.6%,1.4,2.2,66.4
348,Wesley Matthews,24.8%,1.3,2.2,59.7
349,Derrick White,45.2%,1.2,2.2,57.1
350,Fred VanVleet,35.8%,1.2,2.2,54.7
351,Patrick McCaw,42.9%,1.3,2.1,58.6
352,Wes Iwundu,37.5%,1.3,2.1,60.2
353,Bruno Caboclo,59.4%,1.1,2.1,52.6
354,Jonas Jerebko,39.9%,1.3,2.1,61.2
355,Mario Chalmers,33.7%,1.4,2.1,65.9
356,Dante Exum,35.8%,1.0,2.1,48.3
357,Isaiah Canaan,29.7%,1.4,2.1,68.3
358,Danuel House,32.6%,1.1,2.0,53.2
359,Meyers Leonard,55.6%,1.2,2.0,58.2
360,Glenn Robinson III,39.5%,1.4,2.0,70.2
361,Matthew Dellavedova,34.9%,1.3,2.0,64.4
362,Pat Connaughton,32.3%,1.1,2.0,52.4
363,Damian Jones,63.4%,1.0,2.0,50.0
364,Xavier Silas,66.7%,0.0,2.0,0.0
365,Gary Payton II,46.5%,1.2,2.0,57.5
366,Matt Costello,50.0%,1.0,2.0,50.0
367,Chandler Parsons,37.1%,1.2,2.0,62.1
368,Kendrick Perkins,66.7%,2.0,2.0,100
369,Jarell Eddie,66.7%,1.0,2.0,50.0
370,Chinanu Onuaku,33.3%,2.0,2.0,100
371,Sam Dekker,44.6%,1.1,2.0,54.0
372,Bryn Forbes,32.4%,1.4,2.0,68.7
373,Tyler Dorsey,30.5%,1.3,2.0,66.7
374,Patty Mills,29.0%,1.2,2.0,60.5
375,Trey Burke,29.6%,1.0,2.0,52.2
376,Michael Carter-Williams,34.9%,1.0,2.0,52.9
377,Nick Young,37.7%,1.4,2.0,69.7
378,Raymond Felton,38.4%,1.1,2.0,56.8
379,Dwayne Bacon,32.1%,1.1,2.0,58.1
380,Troy Williams,38.9%,1.0,2.0,48.6
381,Juancho Hernangomez,37.3%,1.1,2.0,53.7
382,Royce O'Neale,33.8%,1.1,1.9,58.9
383,Derrick Jones Jr.,33.7%,1.0,1.9,51.6
384,Shaquille Harrison,28.0%,1.2,1.9,61.9
385,Jameer Nelson,28.1%,1.2,1.9,64.4
386,T.J. McConnell,27.4%,0.9,1.9,48.9
387,J.J. Barea,25.9%,1.3,1.9,67.7
388,Zach LaVine,32.1%,1.1,1.9,59.5
389,Darren Collison,24.3%,1.2,1.9,64.9
390,Timothe Luwawu-Cabarrot,33.9%,1.0,1.9,54.8
391,Marco Belinelli,28.7%,1.2,1.9,65.1
392,Tyler Ennis,36.6%,1.1,1.9,58.6
393,Shabazz Napier,26.7%,1.1,1.9,58.1
394,Ike Anigbogu,85.0%,1.1,1.9,58.8
395,DeAndre Liggins,45.1%,1.1,1.9,60.2
396,Ian Clark,33.2%,1.1,1.9,58.6
397,D.J. Augustin,28.3%,1.2,1.8,62.5
398,Kadeem Allen,45.8%,1.2,1.8,63.6
399,Jaylen Morris,29.7%,1.2,1.8,63.6
400,Lance Thomas,32.8%,1.0,1.8,52.4
401,Shaun Livingston,35.4%,1.0,1.8,54.5
402,Treveon Graham,33.4%,1.1,1.8,62.3
403,Josh Gray,25.7%,1.2,1.8,66.7
404,Jason Smith,43.1%,1.0,1.8,54.0
405,Alec Peters,42.7%,0.8,1.8,43.8
406,Mirza Teletovic,33.3%,0.8,1.8,43.8
407,Guerschon Yabusele,50.5%,1.2,1.8,64.6
408,Cedi Osman,36.6%,1.0,1.8,55.3
409,Thomas Bryant,71.9%,1.4,1.8,78.3
410,Raul Neto,34.5%,0.9,1.8,50.0
411,Joel Bolomboy,46.7%,1.3,1.8,71.4
412,Tyus Jones,30.5%,1.1,1.7,63.6
413,Tim Frazier,31.6%,1.1,1.7,64.1
414,D.J. Wilson,61.3%,1.3,1.7,73.7
415,Brice Johnson,40.4%,0.7,1.7,42.1
416,Manu Ginobili,33.4%,0.9,1.7,54.5
417,Terrance Ferguson,38.1%,1.0,1.7,57.1
418,Corey Brewer,34.5%,1.2,1.7,68.5
419,Josh Magette,34.5%,1.2,1.7,72.4
420,TJ Leaf,46.4%,1.1,1.7,62.8
421,Tony Allen,40.5%,1.0,1.7,59.4
422,Adreian Payne,45.5%,0.7,1.7,40.0
423,CJ Miles,37.0%,0.9,1.7,53.8
424,Mangok Mathiang,71.4%,1.0,1.7,60.0
425,Walter Lemon Jr.,71.4%,0.7,1.7,40.0
426,Antonio Blakeney,27.8%,1.0,1.7,60.0
427,Alec Burks,39.0%,1.0,1.7,57.3
428,Udonis Haslem,58.1%,0.6,1.6,38.9
429,Langston Galloway,32.4%,1.1,1.6,64.7
430,Rodney McGruder,31.3%,0.8,1.6,50.0
431,Jodie Meeks,36.6%,1.0,1.6,63.0
432,Malik Monk,38.9%,1.2,1.6,71.6
433,Jawun Evans,29.4%,1.0,1.6,63.8
434,Dwight Buycks,32.8%,0.9,1.6,53.7
435,Lance Stephenson,29.5%,1.0,1.6,65.1
436,Malcolm Delaney,29.4%,0.9,1.6,56.4
437,Devin Harris,27.8%,0.9,1.5,61.1
438,Derrick Walton Jr.,46.0%,0.9,1.5,56.5
439,John Holland,44.8%,1.0,1.5,65.4
440,Joakim Noah,47.4%,0.5,1.5,33.3
441,PJ Dozier,75.0%,1.0,1.5,66.7
442,Darrun Hilliard,38.5%,1.1,1.5,73.3
443,Markel Brown,35.3%,0.8,1.5,50.0
444,Dakari Johnson,45.8%,0.9,1.5,57.6
445,Larry Drew II,48.0%,1.0,1.5,66.7
446,Wayne Selden,29.5%,0.9,1.5,63.5
447,Abdel Nader,39.0%,1.0,1.5,64.5
448,Justin Anderson,31.0%,0.8,1.5,51.0
449,Jason Terry,34.0%,1.0,1.5,69.6
450,Isaiah Whitehead,31.7%,0.7,1.5,47.4
451,Demetrius Jackson,53.3%,0.9,1.5,62.5
452,Milton Doyle,38.2%,0.9,1.4,61.5
453,Arron Afflalo,35.9%,0.8,1.4,52.9
454,Norman Powell,34.3%,0.9,1.4,61.3
455,Davon Reed,40.5%,0.9,1.4,63.3
456,Caleb Swanigan,46.3%,0.8,1.4,54.8
457,Wade Baldwin IV,29.2%,0.8,1.4,57.1
458,Ron Baker,32.1%,0.7,1.4,51.4
459,Damyean Dotson,35.2%,1.0,1.4,67.9
460,Malik Beasley,45.7%,0.7,1.4,49.2
461,Jordan Crawford,50.0%,1.3,1.3,100
462,Gian Clavell,34.8%,0.5,1.3,37.5
463,London Perrantes,44.4%,1.2,1.3,87.5
464,Jameel Warney,44.4%,1.3,1.3,100
465,Tony Parker,28.3%,0.9,1.3,70.8
466,Jalen Jones,30.4%,0.9,1.3,70.6
467,Rashad Vaughn,38.2%,0.6,1.3,46.2
468,Shane Larkin,27.9%,0.8,1.3,63.5
469,Frank Mason,24.7%,0.8,1.3,61.9
470,Kobi Simmons,24.5%,1.0,1.3,76.9
471,Ramon Sessions,32.6%,1.0,1.3,83.3
472,Rodney Purvis,25.0%,0.6,1.2,47.1
473,James Young,31.6%,0.6,1.2,50.0
474,Sean Kilpatrick,32.7%,0.9,1.2,73.6
475,Nick Collison,61.9%,0.7,1.2,61.5
476,Joe Young,33.1%,0.8,1.2,72.0
477,Antonius Cleveland,40.0%,0.9,1.1,75.0
478,Brandon Paul,30.0%,0.7,1.1,58.8
479,Julyan Stone,29.8%,0.5,1.1,47.1
480,Isaiah Taylor,20.8%,0.6,1.1,50.0
481,Damien Wilkins,38.6%,0.7,1.1,58.8
482,Aaron Brooks,33.3%,0.8,1.1,72.7
483,Ryan Arcidiacono,30.5%,0.6,1.1,56.0
484,Shabazz Muhammad,38.5%,0.8,1.1,70.0
485,Malcolm Miller,30.2%,0.8,1.1,69.2
486,Alex Poythress,42.9%,0.7,1.1,66.7
487,Richard Jefferson,29.0%,0.6,1.1,55.6
488,Jamal Crawford,28.1%,0.8,1.0,75.0
489,Jeff Withey,45.0%,0.4,1.0,44.4
490,Chris McCullough,45.2%,0.4,1.0,42.9
491,Erik McCree,100.0%,1.0,1.0,100
492,Tyler Lydon,50.0%,0.0,1.0,0.0
493,Jonathan Gibson,28.6%,0.5,1.0,50.0
494,Gordon Hayward,100.0%,1.0,1.0,100
495,Alfonzo McKinnie,50.0%,0.7,1.0,70.0
496,Furkan Korkmaz,36.7%,0.9,1.0,90.9
497,RJ Hunter,33.3%,0.5,1.0,50.0
498,Jake Layman,43.9%,0.7,1.0,77.8
499,Andrew White III,26.5%,0.6,0.9,69.2
500,Malachi Richardson,25.6%,0.7,0.9,76.2
501,Kyle Singler,45.5%,0.5,0.8,60.0
502,Quincy Pondexter,29.1%,0.5,0.8,62.5
