,X1,X2,labels,PLAYER,id
0,4.646514817529439,2.1917031475385205,Rim Protector,Rudy Gobert,0
1,4.251619631662999,0.5103820268682873,Rim Protector,Joel Embiid,1
2,-0.8451975694436177,0.2048417820194325,Perimeter Defender,Robert Covington,2
3,-1.4131825869632568,-1.4658739539740373,Perimeter Defender,Marcus Smart,3
4,-1.8742899973656484,0.03571410026708439,Perimeter Defender,Donovan Mitchell,4
5,-0.8072548298305711,-1.257608454289392,Perimeter Defender,Jayson Tatum,5
6,2.668260871534572,0.3479406028885959,Pace-Setters,Al Horford,6
7,-1.2276702273950597,-1.4725454841150105,Perimeter Defender,Jaylen Brown,7
8,-2.4427658201296336,1.6974871651747605,Ball-Handler Defender,Ricky Rubio,8
9,-1.0795535642596206,0.0935432218559706,Perimeter Defender,Ben Simmons,9
10,-2.2109318203872346,0.6142207680123203,Ball-Handler Defender,JJ Redick,10
11,2.6673417883790487,-0.2851034305012814,Pace-Setters,Anthony Davis,11
12,-2.220530066603171,0.4295718621932777,Ball-Handler Defender,Joe Ingles,12
13,-2.3929556637766867,-0.48727561100605093,Perimeter Defender,Jrue Holiday,13
14,-3.028203310406474,1.0080390946503404,Ball-Handler Defender,Damian Lillard,14
15,-1.6281988489369166,0.7485270383438476,Ball-Handler Defender,Chris Paul,15
16,2.889888630241179,0.4582555464340223,Pace-Setters,LaMarcus Aldridge,16
17,-1.4538179530384217,-1.308967512083926,Perimeter Defender,Victor Oladipo,17
18,-2.0667202145944557,1.1790897757638206,Ball-Handler Defender,Josh Richardson,18
19,1.2962180128377643,-1.8885960249117792,Versatile Defender,Dario Saric,19
20,-2.103548824372632,0.21104171776193448,Ball-Handler Defender,Eric Gordon,20
21,-2.206039582193396,1.0777379979620478,Ball-Handler Defender,Kyrie Irving,21
22,3.396478357072031,-0.5173348588244348,Pace-Setters,Derrick Favors,22
23,-1.5705031132328309,-0.35254331416433776,Perimeter Defender,Paul George,23
24,-0.46694090336407995,0.3559040517921597,Perimeter Defender,Kyle Anderson,24
25,-2.0880177932305575,0.30081889508995774,Ball-Handler Defender,Russell Westbrook,25
26,3.746582452592556,1.7146097603631651,Rim Protector,DeMarcus Cousins,26
27,-2.314825678124112,1.2597183505081557,Ball-Handler Defender,CJ McCollum,27
28,-1.2856779314428008,-0.5924017294865062,Perimeter Defender,Andre Iguodala,28
29,-1.842285784503958,0.24622395792220547,Ball-Handler Defender,Terry Rozier,29
30,-0.8534578180811966,0.29619944741422344,Perimeter Defender,Lonzo Ball,30
31,-0.590185360342896,0.6629399999914871,Perimeter Defender,Dejounte Murray,31
32,1.964453922430946,-0.5740618360665088,Pace-Setters,Draymond Green,32
33,0.6762949852409066,-0.886265531765086,Versatile Defender,Luc Mbah a Moute,33
34,0.8814043512358122,-0.16070968010232858,Versatile Defender,Giannis Antetokounmpo,34
35,-0.4551799923755129,-0.40281301717213563,Perimeter Defender,Klay Thompson,35
36,-1.7418895273425,0.011975262499342988,Perimeter Defender,Yogi Ferrell,36
37,-2.1083776695164174,-0.8070349321276483,Perimeter Defender,Jimmy Butler,37
38,-2.3110864489317255,1.6641533807899576,Ball-Handler Defender,John Wall,38
39,-0.21416725484711052,-0.8720661634910846,Versatile Defender,Thaddeus Young,39
40,4.380279532187815,0.8764150962290197,Rim Protector,Jusuf Nurkic,40
41,-1.5777224111910193,-1.0965323634613855,Perimeter Defender,Bradley Beal,41
42,-1.1761597771581775,-1.2057202368677267,Perimeter Defender,Trevor Ariza,42
43,0.3324500770013685,-0.7497538401891513,Versatile Defender,PJ Tucker,43
44,-0.8588141311601778,-0.9269632540517929,Perimeter Defender,Bojan Bogdanovic,44
45,1.135121775045354,-0.24844854772937658,Versatile Defender,Al-Farouq Aminu,45
46,0.16242433973672674,0.3242925843021702,Versatile Defender,Danny Green,46
47,-1.3472557483732146,1.169446455176276,Ball-Handler Defender,James Harden,47
48,-0.6635095409251,-0.538327429936638,Perimeter Defender,Otto Porter Jr.,48
49,4.602208343252465,1.1977625991953431,Rim Protector,Pau Gasol,49
50,2.3326621395555325,-0.07424365944168188,Pace-Setters,Steven Adams,50
51,-1.8370002622307267,0.6527986009230643,Ball-Handler Defender,Kyle Lowry,51
52,-1.3254420577863377,1.5011310156265187,Ball-Handler Defender,Goran Dragic,52
53,-0.2131617164088681,0.1213362467892274,Versatile Defender,Tyler Johnson,53
54,4.314536565520977,0.8764661211306418,Rim Protector,Aron Baynes,54
55,0.8670342170255816,-0.969655860452458,Versatile Defender,Justise Winslow,55
56,-1.916478951878443,0.5932284806905825,Ball-Handler Defender,E'Twaun Moore,56
57,-2.555258502568967,1.0181656961996906,Ball-Handler Defender,DeMar DeRozan,57
58,0.8143701955786127,-1.1986130327500013,Versatile Defender,Carmelo Anthony,58
59,4.2893945398153885,0.9793813394705464,Rim Protector,Clint Capela,59
60,0.9865054001706479,-1.4117141434102378,Versatile Defender,Blake Griffin,60
61,-1.796894697207121,-0.7265678569955475,Perimeter Defender,Tyreke Evans,61
62,-0.30341931662717725,-0.674464203810596,Versatile Defender,Gerald Green,62
63,1.809526314201987,-0.6363430472440239,Pace-Setters,Nikola Mirotic,63
64,-1.895979532406211,0.09547175614515224,Perimeter Defender,Wayne Ellington,64
65,4.058604508208855,-0.08786318111531125,Rim Protector,Myles Turner,65
66,2.713537693788795,-0.8756617224884666,Pace-Setters,Kristaps Porzingis,66
67,0.1816051529416222,-1.123310874176894,Versatile Defender,Royce O'Neale,67
68,5.155858492146757,2.0759276193030693,Rim Protector,Hassan Whiteside,68
69,-1.6733820063078622,-0.19994754872248907,Perimeter Defender,Stanley Johnson,69
70,0.46215028283647347,-0.7276558203234775,Versatile Defender,Marcus Morris,70
71,-0.3217691101959784,-2.074580421017625,Versatile Defender,Brandon Ingram,71
72,3.632753484637434,0.8813603513443538,Rim Protector,Nikola Jokic,72
73,-2.7154584892297966,1.4248735297123334,Ball-Handler Defender,Kemba Walker,73
74,-1.9771101100540958,1.6412098723665434,Ball-Handler Defender,Fred VanVleet,74
75,-1.0449793273227748,0.2707321463141492,Perimeter Defender,CJ Miles,75
76,-2.4576697590385717,0.6120082911947663,Ball-Handler Defender,Stephen Curry,76
77,2.3723715546149307,-0.0546907728244853,Pace-Setters,Kelly Olynyk,77
78,-2.178010422590394,-0.19305624624165038,Perimeter Defender,Kentavious Caldwell-Pope,78
79,4.293960768751014,1.655957452580081,Rim Protector,Andre Drummond,79
80,2.337256562080237,-0.5220018284442578,Pace-Setters,Serge Ibaka,80
81,1.1356496656238968,-0.0011078616965264265,Versatile Defender,Pascal Siakam,81
82,3.3234601109982163,0.8852491054019848,Rim Protector,Marcin Gortat,82
83,-3.2853759332429697,1.4430771053682112,Ball-Handler Defender,Patty Mills,83
84,-0.36489098902065414,-0.41429709241334234,Versatile Defender,Evan Turner,84
85,-1.9149507043516738,1.5218435996853275,Ball-Handler Defender,Delon Wright,85
86,-1.2874576537120217,-0.993552710831814,Perimeter Defender,Khris Middleton,86
87,-3.680796210285885,0.438774173634634,Ball-Handler Defender,Gary Harris,87
88,1.657125276268162,0.754803335843567,Pace-Setters,Larry Nance Jr.,88
