,Feature,Importance,Cluster Average,League Average
0,AVG_DREB_DIST,-0.2608641132418089,8.280303030303031,6.753793103448275
1,6DFG%,-0.14435544241087514,9.230303030303032,10.233448275862061
2,AVG_SPEED_DEF,-0.1286592163807536,4.030757575757575,4.004448275862068
3,6to10FREQ,-0.12793509689600369,0.41713240465151513,0.40567504895172446
4,6to10DFG%,-0.06448663935637458,8.757575757575758,8.048620689655172
5,10to15FREQ,-0.056495410576080804,0.38456400499999993,0.398871252144828
6,10to15DFG%,0.002498999781768605,38.04848484848487,37.579655172413794
7,CONTEST_DREB%,0.07586181045591552,15.027272727272734,22.386206896551716
8,%BLK,0.15048871951110718,9.499999999999998,19.42103448275861
9,CONT_3PT,0.19063587173611285,2.377272727272727,2.3627586206896534
10,6FREQ,0.19496276124819853,68.22121212121212,63.68655172413796
11,STL%,0.23446693365450103,22.096969696969694,19.681379310344827
12,CONT_2PT,0.23885045704543276,2.5742424242424238,4.1296551724137895
13,DIST_MI_DEF,0.2665651309592422,0.8659090909090911,0.8403448275862072
14,%DREB,0.3124091456282736,14.403030303030306,20.024482758620692
15,DREB%,0.31641832974259365,9.901515151515154,13.83655172413793
16,LB_REC,0.3444185158621739,0.9833333333333332,0.88551724137931
17,DEFL,0.3497063454615317,1.6848484848484846,1.5072413793103456
18,DREB,0.3532215974753454,2.657575757575759,3.5913793103448266
