,Feature,Importance,Cluster Average,League Average
0,DREB,-0.3685738425466746,2.9451219512195124,3.5913793103448266
1,DEFL,-0.32654865160893204,1.7219512195121953,1.5072413793103456
2,LB_REC,-0.3226227511050869,0.9341463414634146,0.88551724137931
3,DREB%,-0.29013390515635046,10.817073170731705,13.83655172413793
4,%DREB,-0.28917056320474355,15.684146341463414,20.024482758620692
5,CONT_2PT,-0.287710489986885,2.934146341463416,4.1296551724137895
6,DIST_MI_DEF,-0.28590610930708626,0.8920731707317076,0.8403448275862072
7,STL%,-0.26479207101090235,21.45609756097561,19.681379310344827
8,CONT_3PT,-0.255261498943957,2.6243902439024387,2.3627586206896534
9,%BLK,-0.22299032345183223,12.352439024390245,19.42103448275861
10,6FREQ,-0.16501506010021436,66.38170731707318,63.68655172413796
11,CONTEST_DREB%,-0.08317405114734776,18.681707317073172,22.386206896551716
12,6to10DFG%,-0.0023552075348922123,7.753658536585365,8.048620689655172
13,6to10FREQ,0.06774232923438119,0.39256942247560966,0.40567504895172446
14,10to15DFG%,0.08005135124263754,37.617073170731715,37.579655172413794
15,AVG_SPEED_DEF,0.08543463037009627,4.0740243902439035,4.004448275862068
16,6DFG%,0.0949999808482812,8.76463414634147,10.233448275862061
17,10to15FREQ,0.12743993856032396,0.4236036320975607,0.398871252144828
18,AVG_DREB_DIST,0.22816180677348638,7.525609756097562,6.753793103448275
