,Feature,Importance,Cluster Average,League Average
0,DREB,-0.3674243785746335,3.382926829268293,3.5913793103448266
1,LB_REC,-0.3305191719535189,0.8926829268292685,0.88551724137931
2,DREB%,-0.32355859571301826,12.675609756097563,13.83655172413793
3,%DREB,-0.3180128493214823,18.326829268292684,20.024482758620692
4,DEFL,-0.31242956602916877,1.6268292682926826,1.5072413793103456
5,DIST_MI_DEF,-0.29219145940292046,0.8521951219512195,0.8403448275862072
6,CONT_3PT,-0.27250254614090824,2.465853658536586,2.3627586206896534
7,CONT_2PT,-0.26376395382579476,3.5097560975609765,4.1296551724137895
8,STL%,-0.2528508680505234,20.853658536585368,19.681379310344827
9,%BLK,-0.1741551159180477,17.546341463414628,19.42103448275861
10,6FREQ,-0.16685034521427455,62.909756097560994,63.68655172413796
11,6to10DFG%,-0.06553508664266845,8.02439024390244,8.048620689655172
12,AVG_SPEED_DEF,-0.0007943230523044285,4.032682926829266,4.004448275862068
13,10to15DFG%,0.008568867073596645,37.96341463414634,37.579655172413794
14,6DFG%,0.020594726629519198,9.943902439024388,10.233448275862061
15,CONTEST_DREB%,0.03296151192107671,21.063414634146344,22.386206896551716
16,6to10FREQ,0.07549793995712344,0.38223483831707333,0.40567504895172446
17,10to15FREQ,0.12063708931510377,0.4227448702682926,0.398871252144828
18,AVG_DREB_DIST,0.2455484882362244,6.795121951219513,6.753793103448275
