,Feature,Importance,Cluster Average,League Average
0,DREB,-0.39978665402896485,4.1644444444444435,3.5913793103448266
1,CONT_3PT,-0.36861282269320234,2.3755555555555565,2.3627586206896534
2,DIST_MI_DEF,-0.3565409728811865,0.7560000000000001,0.8403448275862072
3,LB_REC,-0.3457014525277423,0.7466666666666667,0.88551724137931
4,CONT_2PT,-0.29843481383731674,5.7,4.1296551724137895
5,DEFL,-0.28839671712619874,1.2399999999999995,1.5072413793103456
6,%DREB,-0.20217975272194486,25.522222222222226,20.024482758620692
7,DREB%,-0.19701463279206383,17.675555555555558,13.83655172413793
8,STL%,-0.10462646775976507,17.215555555555554,19.681379310344827
9,%BLK,-0.10173677795164929,30.871111111111112,19.42103448275861
10,6to10DFG%,0.04190532227834501,6.897777777777776,8.048620689655172
11,10to15FREQ,0.056820049817430066,0.41235351071111104,0.398871252144828
12,10to15DFG%,0.05728317117383753,37.62666666666665,37.579655172413794
13,CONTEST_DREB%,0.0736543890030085,30.19111111111111,22.386206896551716
14,AVG_DREB_DIST,0.10573638535354839,5.142222222222224,6.753793103448275
15,6FREQ,0.12818177536449768,58.42444444444446,63.68655172413796
16,6DFG%,0.13053927006240224,11.842222222222222,10.233448275862061
17,6to10FREQ,0.13785046881778737,0.3995827143333334,0.40567504895172446
18,AVG_SPEED_DEF,0.2411797333430285,3.9775555555555564,4.004448275862068
