,Feature,Importance,Cluster Average,League Average
0,10to15FREQ,-0.2117011734811587,0.4131599881538462,0.398871252144828
1,AVG_SPEED_DEF,-0.18475184738447473,4.0915384615384625,4.004448275862068
2,10to15DFG%,-0.1333189532539102,35.733333333333334,37.579655172413794
3,6to10FREQ,-0.13029186580631055,0.40563695571794867,0.40567504895172446
4,AVG_DREB_DIST,-0.116871468591354,7.223076923076924,6.753793103448275
5,6DFG%,-0.04006881072887564,7.9743589743589745,10.233448275862061
6,6to10DFG%,-0.01342327726106253,7.061538461538461,8.048620689655172
7,CONTEST_DREB%,-0.011118083442916909,20.87948717948718,22.386206896551716
8,6FREQ,0.11360420507290057,66.86666666666665,63.68655172413796
9,%BLK,0.1952682455928359,11.912820512820511,19.42103448275861
10,STL%,0.19738887011850043,20.156410256410258,19.681379310344827
11,CONT_2PT,0.2836691817632574,2.923076923076923,4.1296551724137895
12,DREB%,0.2951558595621884,10.487179487179487,13.83655172413793
13,%DREB,0.2967340017296685,15.279487179487178,20.024482758620692
14,DEFL,0.3030167110383849,1.68974358974359,1.5072413793103456
15,CONT_3PT,0.3092583454360483,2.8871794871794876,2.3627586206896534
16,LB_REC,0.31250281849055145,0.9025641025641025,0.88551724137931
17,DIST_MI_DEF,0.3171565544276098,0.9069230769230773,0.8403448275862072
18,DREB,0.37158713386148273,2.9102564102564097,3.5913793103448266
