,Feature,Importance,Cluster Average,League Average
0,DREB,-0.3734884818033382,3.741818181818181,3.5913793103448266
1,LB_REC,-0.31510699454211194,0.8454545454545458,0.88551724137931
2,%DREB,-0.30928041120311245,20.476363636363637,20.024482758620692
3,CONT_2PT,-0.3029426009373729,4.096363636363637,4.1296551724137895
4,DREB%,-0.30218439650976364,14.14909090909091,13.83655172413793
5,DIST_MI_DEF,-0.28594039281405625,0.8469090909090907,0.8403448275862072
6,6FREQ,-0.26733909541529005,62.15090909090909,63.68655172413796
7,DEFL,-0.2666089996454142,1.3345454545454547,1.5072413793103456
8,CONT_3PT,-0.216901444456293,2.7218181818181826,2.3627586206896534
9,%BLK,-0.2131984655703036,17.34,19.42103448275861
10,STL%,-0.14990883028074867,17.434545454545457,19.681379310344827
11,10to15DFG%,0.018354587438668277,36.07272727272727,37.579655172413794
12,CONTEST_DREB%,0.03731909802737735,24.465454545454552,22.386206896551716
13,6to10DFG%,0.06045083682068203,7.432727272727271,8.048620689655172
14,6to10FREQ,0.09580251758779923,0.41171732312727277,0.40567504895172446
15,10to15FREQ,0.10362981425027765,0.39120919483636357,0.398871252144828
16,6DFG%,0.13048846524332175,9.805454545454543,10.233448275862061
17,AVG_SPEED_DEF,0.1607188823921398,3.999090909090909,4.004448275862068
18,AVG_DREB_DIST,0.16279973717884222,5.9781818181818185,6.753793103448275
